,16570000,16575000,16580000,16585000,16590000,16595000,16600000,16605000,16610000,16615000,16620000,16625000,16630000,16635000,16640000,16645000,16650000,16655000,16660000,16665000,16670000,16675000,16680000,16685000,16690000,16695000,16700000,16705000,16710000,16715000,16720000,16725000,16730000,16735000,16740000,16745000,16750000,16755000,16760000,16765000,16770000,16775000,16780000,16785000,16790000,16795000,16800000,16805000,16810000,16815000,16820000,16825000,16830000,16835000,16840000,16845000,16850000,16855000,16860000,16865000,16870000,16875000,16880000,16885000,16890000,16895000,16900000,16905000,16910000,16915000,16920000,16925000,16930000,16935000,16940000,16945000,16950000,16955000,16960000,16965000,16970000,16975000,16980000,16985000,16990000,16995000,17000000,17005000,17010000,17015000,17020000,17025000,17030000,17035000,17040000,17045000,17050000,17055000,17060000,17065000,17070000,17075000,17080000,17085000,17090000,17095000
16570000,36.769222,71.03079,31.942091,32.1751,27.519575,30.991693,28.440914,25.107449,19.888435,24.674553,17.706474,13.667939,13.170591,11.314974,8.33913,11.066773,5.757497,6.4152737,6.0519276,2.3050277,2.2434826,6.9020348,4.6913896,5.9248233,2.838567,2.5724375,4.819846,0.7763496,8.36448,6.2241,4.0080013,2.5629582,4.7394085,4.4662685,1.6937205,2.3678994,2.3428397,2.5128567,5.1996794,3.7980988,3.09509,4.5323296,5.1887164,2.068615,3.8016734,3.6253722,7.6780105,2.4740882,3.850396,0.7229904,1.4573562,4.0395746,0.99484,3.104384,1.5963119,1.3200469,2.5429657,1.9516265,2.96469,4.555859,5.7062325,3.7186615,2.4088597,6.027441,0.74990135,0.77053714,0.0,4.0834317,0.0,5.580254,0.0,1.2411971,0.0,4.6564465,2.4215567,3.9083202,2.8946831,3.4011946,0.0,3.01258,1.8117793,2.1992667,1.6624125,5.858449,3.3428607,0.0,1.8956492,2.0203178,1.2115921,1.0077269,2.5227342,2.325122,0.0,0.0,0.6990822,0.61457986,2.224642,1.2866045,2.0214157,0.7593078,3.1414433,1.3623376,0.60740006,3.6982691,0.68522465,0.59822214
16575000,71.03076,25.669867,48.483,56.650616,47.21865,41.90881,33.968895,44.460693,30.187487,37.452076,21.64981,11.525417,6.360733,6.8697414,9.041052,6.3990974,8.738963,6.4915867,6.1239142,17.49331,17.026257,3.9285705,9.494378,1.4988205,5.3856277,7.809095,1.8289406,1.1783745,1.4106604,3.7788765,3.0417595,8.752876,7.193673,2.2596989,6.427005,3.594093,2.3707044,3.8141234,2.630761,7.206134,3.7582798,3.439678,7.875648,7.326274,7.2129183,3.9305255,5.8269987,1.8776333,1.4610704,2.194767,3.318051,6.1314387,7.550055,0.9423933,4.8458943,2.003622,3.859815,11.849065,4.499939,4.9393425,0.0,5.6443377,0.0,0.0,3.4146934,1.1695539,2.7541113,1.5494995,1.5895945,1.6939858,1.4307541,2.8259115,1.4729979,1.4135525,0.91888535,0.98870283,0.0,5.162483,0.0,0.0,4.1249976,1.6690694,2.523273,1.4820323,0.0,1.367149,0.9590974,1.5332603,2.7585053,2.2943542,1.5316435,1.7645786,1.6518081,2.650302,1.0610961,0.93283415,0.0,0.9764333,3.8352396,0.0,1.5894054,3.1017172,0.0,0.0,4.1602488,0.90800893
16580000,31.94204,48.483,23.359852,50.072403,49.001404,51.923122,42.962757,39.1713,38.689217,25.262974,20.143036,15.548734,8.5811615,12.357142,3.6591375,6.474682,8.574254,14.231215,2.753889,9.439969,13.78191,5.2999587,12.808704,2.0220318,8.718778,3.5117054,9.869573,4.769175,1.9030975,7.6470227,4.103583,3.9361143,4.852424,4.572776,6.936455,3.2324855,3.1982796,2.5727835,3.5491123,9.721685,0.0,5.8005123,5.312447,1.4119619,11.676993,3.1815593,1.5722195,2.5330827,1.9711047,2.9609263,2.984218,3.5450606,2.0371268,1.2713685,4.903138,4.05457,0.0,3.9963372,4.553078,0.0,0.0,3.0458734,2.466299,2.4684732,3.071135,1.5778253,0.0,6.271212,6.4334865,0.0,1.930201,0.0,0.0,1.9069991,2.4793036,1.3338386,1.9758093,4.643078,3.23539,1.23377,1.8549851,1.1258552,3.4041076,1.999379,0.0,1.8443965,2.5878046,0.0,1.2404854,1.0317574,2.0663123,2.3805618,1.1142116,2.3836517,2.8630183,0.0,3.0369177,2.6345785,2.0696263,0.0,1.0721209,1.3948239,1.2437692,1.5145823,0.0,2.4499538
16585000,32.175137,56.650585,50.072346,35.67801,56.66388,52.06936,47.39211,41.429882,39.05341,32.776123,23.860973,12.279123,17.97903,5.227862,5.504172,9.739398,7.254899,2.4700358,9.320548,18.637272,10.365567,11.958501,9.031492,9.124788,8.196902,5.9427023,5.5672693,3.5869622,4.294029,2.8757153,4.629531,5.9208117,1.824785,8.598137,5.869117,9.116985,0.0,5.8050776,4.0040174,2.1935418,1.4300188,2.6175818,3.9955566,6.3717484,2.1956048,3.5893376,1.7737314,2.8577487,2.2237463,3.3404212,6.7334037,2.6662831,2.2982292,0.0,3.6877038,0.0,0.0,0.0,1.7122165,0.0,1.8831743,5.154393,11.129625,0.0,3.4647627,5.3401594,0.0,2.3583312,0.0,0.0,4.355185,0.0,2.2418983,1.0757089,2.797075,3.0095944,0.0,2.6190896,5.475115,0.0,0.0,3.8104644,1.2801398,2.255644,0.0,0.0,1.4597424,3.50042,2.7989542,2.327995,0.0,1.3428423,7.542138,4.0337486,1.6149825,0.0,1.7130796,2.9722483,1.1674417,0.0,1.209531,1.5735981,0.0,1.708708,3.1659362,0.0
16590000,27.519527,47.218643,49.001385,56.663902,26.982141,65.95578,55.575146,51.355484,41.11246,24.509527,20.070368,10.600277,11.571739,8.910403,5.756768,8.488595,6.182669,5.7408576,2.1662846,7.425756,9.636646,5.5588136,7.556763,10.603946,4.572293,5.524815,2.5878925,2.5010426,5.988122,3.3418722,2.6899922,2.0641727,4.2411733,9.5922,5.456401,5.0855317,4.193093,2.6984344,5.583672,3.0589395,4.653116,4.2586756,1.8572981,5.183212,4.0824184,4.4492583,2.4735053,3.320991,3.1010544,3.881901,3.91245,3.0984893,3.204925,3.3336415,0.85709697,2.126297,5.461521,4.191508,4.7754407,0.6989003,4.376879,3.9932904,2.5867467,1.2945112,2.415847,0.8274404,2.9227269,0.0,3.3738348,4.79387,2.0244708,2.6657178,2.0842426,2.500163,1.3001928,1.398982,1.0361506,3.6523693,2.5450532,1.294024,3.8911536,0.0,2.3802426,2.097025,3.5897288,1.9344772,0.0,1.6271386,1.9516019,1.6232197,1.0836136,0.62420547,1.168627,1.2500303,0.75070864,1.3199297,0.7963087,0.0,2.7133706,3.261531,1.6867204,0.7314718,1.3045137,0.7942766,0.73582625,0.0
16595000,30.991701,41.908787,51.923058,52.069344,65.9557,43.885017,64.60691,65.90567,53.81048,35.56382,20.893991,10.752284,7.871689,11.444489,10.84444,6.929272,4.235206,5.4072475,6.8013363,5.828527,0.0,9.598916,6.3267784,8.98896,3.5888243,6.93835,2.4375079,3.140937,3.7601023,6.295329,3.0404131,5.8326716,4.793647,6.0231895,5.1393223,3.9916625,1.57977,2.5416217,3.5061293,2.881174,4.3827114,4.5842113,1.7493672,4.1845875,2.8838887,3.1430244,2.3297648,2.5024025,2.9208539,2.1937897,4.4221096,4.085808,4.024909,1.883952,0.0,3.3378954,5.1441402,3.9479358,1.4993149,2.6331499,2.473521,3.0089824,2.4364302,2.4385784,1.516969,2.3380759,4.588143,1.0325407,1.0592583,4.5153027,0.95341307,1.8831048,0.98156327,2.8258493,3.0615911,2.6353683,3.9037573,4.586837,3.1962025,1.8282378,2.7487762,3.8927639,0.5604803,1.9751662,0.0,0.0,3.195576,1.5325798,0.61273116,0.0,2.5516095,0.5879316,1.1007187,4.1208544,2.1212506,1.2432259,2.2501004,1.3013308,0.5111385,0.767999,0.5295667,1.3779297,1.2287077,0.0,0.0,1.210143
16600000,28.440928,33.968903,42.96279,47.39215,55.57512,64.60668,36.288692,67.54006,58.67243,35.105232,29.225504,16.522552,9.519421,11.363433,5.9820223,5.7334867,4.818451,8.500839,7.878675,8.680858,3.7551525,4.332237,8.506832,3.3056548,8.314608,1.4352485,10.084336,5.1978164,3.889025,4.167164,5.031443,5.362348,5.2885575,3.1148553,4.961177,3.3028247,3.92145,1.0515058,5.8021474,4.767955,5.1805644,3.7931094,5.789926,9.233206,2.3862143,3.900951,4.4980125,3.105842,1.6111981,3.02535,3.6589851,1.9318393,3.3303318,2.078447,2.6719074,1.6571219,6.3846297,3.266635,4.962312,3.812805,2.0466647,1.8672905,2.0159738,2.0177493,3.7655573,3.2243133,2.277826,1.708714,6.1352463,3.7360969,3.1555288,0.5193798,1.6243515,1.9484987,1.5199519,4.36116,0.8075217,2.8464658,2.644637,1.0084909,3.0325634,1.8405671,3.7100604,3.2686272,0.0,2.261439,0.52882296,2.1135058,1.0139836,2.951784,1.2667681,1.45942,2.7323015,1.4613132,1.1701245,1.0286841,4.3442,2.1535232,1.2687962,0.0,2.190901,2.8503525,1.5250034,1.2380332,1.14693,0.0
16605000,25.107456,44.460674,39.171272,41.429905,51.355453,65.90564,67.54001,33.355663,67.22395,41.700714,28.499432,10.592202,14.774858,12.950775,7.0306807,8.482162,7.3012495,8.604757,5.050825,6.183419,12.036667,9.257643,5.87302,7.417114,4.568819,5.520613,1.2929631,4.1652427,0.99726075,6.678666,9.139018,2.7501423,4.237949,9.58493,3.6348383,5.0816593,5.865864,8.089148,3.719605,4.0754933,5.313808,4.863339,3.7117717,4.439379,2.0396628,7.2245455,4.11938,7.300628,2.065799,1.5515821,4.691364,5.5730476,2.134994,2.664882,3.4257848,0.7082275,0.0,2.0941613,0.7953033,4.888596,0.87471133,1.5960981,1.2923914,0.0,3.2186782,2.4804351,0.9735051,2.1908212,1.1237574,1.1975578,2.0229323,1.9977667,2.0826662,2.997922,2.5984092,0.6989591,1.0353642,7.2991905,3.3908267,2.5860772,2.9161441,3.5398297,1.7838225,1.0477169,10.760983,0.96650255,0.6780297,3.7937639,2.600161,1.0813228,1.6241859,0.0,1.7516116,1.8736223,3.7506952,1.3189281,0.7957043,1.3805707,2.1690433,0.8147619,1.685434,1.4618323,0.65176076,0.0,1.4705359,0.64191324
16610000,19.888447,30.187504,38.689163,39.053432,41.112503,53.81044,58.672394,67.22399,41.712727,71.01984,46.969246,31.85135,19.234684,20.196918,11.163802,11.758257,11.211226,11.928197,11.40263,6.171593,6.006807,3.8499649,6.9783216,6.169113,6.33344,3.8264244,5.3770323,3.4643967,5.8062367,6.110395,6.259878,5.1466565,4.934822,4.6504188,4.5348597,3.522181,6.2728457,3.3640292,1.5468771,2.5423038,6.6295614,3.033773,5.4026523,4.923213,5.0894012,3.2355852,3.4262493,5.520205,2.5773098,3.8715377,3.9019895,4.1202884,4.4393907,2.770617,7.835752,4.712486,2.2695527,5.2253823,3.9689147,4.0660396,2.1825964,0.66376954,3.224793,2.1517594,2.0078278,2.7507658,2.429107,3.6443946,2.8040245,1.9921144,4.2063794,3.3232477,1.7322313,3.3246517,0.0,1.7440559,3.4446087,3.0355096,2.11521,2.688683,5.6594453,4.416317,1.9782375,3.485709,0.0,4.019392,1.6918365,1.8030987,2.1626532,1.7987568,0.45029947,3.11269,2.4281409,1.558365,2.4956734,2.1940084,2.6472745,1.7224145,1.3530636,2.710679,3.738254,1.2158663,1.6262848,0.0,0.0,1.6017113
